연도,시도,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,충북,,,,,,,,,,,,,,,,,,
2022,충남,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,전남,,,,,,,,,,,,,,,,,,
2022,울산,,,,,,,,,,,,,,,,,,
2022,전북,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,충북,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,충남,,,,,,,,,,,,,,,,,,
2022,충남,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,전북,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,전남,,,,,,,,,,,,,,,,,,
2022,충남,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,부산,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,전북,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,충남,,,,,,,,,,,,,,,,,,
2022,전북,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,부산,,,,,,,,,,,,,,,,,,
2022,전북,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,전남,,,,,,,,,,,,,,,,,,
2022,전남,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,세종,,,,,,,,,,,,,,,,,,
2022,부산,,,,,,,,,,,,,,,,,,
2022,전남,,,,,,,,,,,,,,,,,,
2022,충북,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,충북,,,,,,,,,,,,,,,,,,
2022,세종,,,,,,,,,,,,,,,,,,
2022,충남,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,충남,,,,,,,,,,,,,,,,,,
2022,부산,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,대구,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,울산,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,전남,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,부산,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,세종,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,울산,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,충남,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,전남,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,충남,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,전북,,,,,,,,,,,,,,,,,,
2022,울산,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,전남,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,울산,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,전북,,,,,,,,,,,,,,,,,,
2022,울산,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,대구,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,부산,,,,,,,,,,,,,,,,,,
2022,부산,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,인천,,,,,,,,,,,,,,,,,,
2022,부산,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,전남,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,전북,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,울산,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,충북,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,충남,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,대구,,,,,,,,,,,,,,,,,,
2022,경기,,,,,,,,,,,,,,,,,,
2022,경남,,,,,,,,,,,,,,,,,,
2022,충북,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,대구,,,,,,,,,,,,,,,,,,
2022,강원,,,,,,,,,,,,,,,,,,
2022,전남,,,,,,,,,,,,,,,,,,
2022,경북,,,,,,,,,,,,,,,,,,
2022,충남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,충북,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,대구,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,울산,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,부산,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,부산,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,울산,,,,,,,,,,,,,,,,,,
2021,울산,,,,,,,,,,,,,,,,,,
2021,울산,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,인천,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,대전,,,,,,,,,,,,,,,,,,
2021,인천,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,인천,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,대전,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,충북,,,,,,,,,,,,,,,,,,
2021,울산,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,충북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,대전,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,대구,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,충북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,광주,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,대구,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,충북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,부산,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,대전,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,인천,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,울산,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,충북,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,서울,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,울산,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,충북,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,서울,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,인천,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,울산,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,인천,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,인천,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,울산,,,,,,,,,,,,,,,,,,
2021,대구,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,충북,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,충남,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,울산,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,대구,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,서울,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,전북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,전남,,,,,,,,,,,,,,,,,,
2021,인천,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,대구,,,,,,,,,,,,,,,,,,
2021,대구,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,부산,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,부산,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,대구,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,서울,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,울산,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,강원,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,부산,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경남,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경북,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2021,경기,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,충남,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,전남,,,,,,,,,,,,,,,,,,
2020,강원,,,,,,,,,,,,,,,,,,
2020,충남,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,부산,,,,,,,,,,,,,,,,,,
2020,인천,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,울산,,,,,,,,,,,,,,,,,,
2020,전북,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,경남,,,,,,,,,,,,,,,,,,
2020,부산,,,,,,,,,,,,,,,,,,
2020,충남,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,울산,,,,,,,,,,,,,,,,,,
2020,경남,,,,,,,,,,,,,,,,,,
2020,울산,,,,,,,,,,,,,,,,,,
2020,부산,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,강원,,,,,,,,,,,,,,,,,,
2020,강원,,,,,,,,,,,,,,,,,,
2020,강원,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,울산,,,,,,,,,,,,,,,,,,
2020,부산,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,강원,,,,,,,,,,,,,,,,,,
2020,대구,,,,,,,,,,,,,,,,,,
2020,울산,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,전남,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,전남,,,,,,,,,,,,,,,,,,
2020,강원,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,경남,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,강원,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,전북,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
2020,경북,,,,,,,,,,,,,,,,,,
2020,경기,,,,,,,,,,,,,,,,,,
