anldt,anlrst,obsrvtcd,obsrvtnm,ugrwtrl
20210209,경계,11749,동해귀운,3.719
20210210,경계,11749,동해귀운,3.719
20210211,경계,11749,동해귀운,3.719
20210212,경계,11749,동해귀운,3.719
20210213,경계,11749,동해귀운,3.719
20210214,경계,11749,동해귀운,3.719
20210215,경계,11749,동해귀운,3.719
20210216,경계,11749,동해귀운,3.719
20210217,경계,11749,동해귀운,3.719
20210218,경계,11749,동해귀운,3.719
20210219,경계,11749,동해귀운,3.719
20210220,경계,11749,동해귀운,3.719
20210221,경계,11749,동해귀운,3.719
20210222,경계,11749,동해귀운,3.719
20210223,경계,11749,동해귀운,3.719
20210224,경계,11749,동해귀운,3.719
20210225,경계,11749,동해귀운,3.719
20210226,경계,11749,동해귀운,3.719
20210227,경계,11749,동해귀운,3.719
20210228,경계,11749,동해귀운,3.719
20210301,경계,11749,동해귀운,3.719
20210302,경계,11749,동해귀운,3.719
20210303,경계,11749,동해귀운,3.719
20210304,경계,11749,동해귀운,3.719
20210305,경계,11749,동해귀운,3.719
20210306,경계,11749,동해귀운,3.719
20210307,경계,11749,동해귀운,3.719
20210308,경계,11749,동해귀운,3.719
20210309,경계,11749,동해귀운,3.719
20210310,경계,11749,동해귀운,3.719
20210311,경계,11749,동해귀운,3.719
20210312,경계,11749,동해귀운,3.719
20210313,관심,11749,동해귀운,4.789
20210314,정상,11749,동해귀운,6.258
20210315,정상,11749,동해귀운,6.667
20210316,정상,11749,동해귀운,6.838
20210317,정상,11749,동해귀운,6.944
20210318,정상,11749,동해귀운,6.993
20210319,정상,11749,동해귀운,6.993
20210320,정상,11749,동해귀운,6.944
20210321,정상,11749,동해귀운,6.993
20210322,정상,11749,동해귀운,6.944
20210323,정상,11749,동해귀운,6.892
20210324,정상,11749,동해귀운,6.838
20210325,정상,11749,동해귀운,6.783
20210326,정상,11749,동해귀운,6.726
20210327,정상,11749,동해귀운,6.607
20210328,정상,11749,동해귀운,6.607
20210329,정상,11749,동해귀운,6.543
20210330,정상,11749,동해귀운,6.407
20210331,정상,11749,동해귀운,6.407
20210401,정상,11749,동해귀운,6.407
20210402,정상,11749,동해귀운,6.335
20210403,정상,11749,동해귀운,6.335
20210404,정상,11749,동해귀운,6.607
20210405,정상,11749,동해귀운,7.941
20210406,정상,11749,동해귀운,8.019
20210407,정상,11749,동해귀운,7.991
20210408,정상,11749,동해귀운,7.941
20210409,정상,11749,동해귀운,7.874
20210410,정상,11749,동해귀운,7.991
20210411,정상,11749,동해귀운,7.941
20210412,정상,11749,동해귀운,7.895
20210413,정상,11749,동해귀운,7.853
20210414,정상,11749,동해귀운,7.855
20210415,정상,11749,동해귀운,7.773
20210416,정상,11749,동해귀운,7.692
20210417,정상,11749,동해귀운,7.611
20210418,정상,11749,동해귀운,7.53
20210419,정상,11749,동해귀운,7.449
20210420,정상,11749,동해귀운,7.368
20210421,정상,11749,동해귀운,7.368
20210422,정상,11749,동해귀운,7.287
20210423,정상,11749,동해귀운,7.206
20210424,정상,11749,동해귀운,7.124
20210425,정상,11749,동해귀운,7.043
20210426,정상,11749,동해귀운,6.962
20210427,정상,11749,동해귀운,6.881
20210428,정상,11749,동해귀운,6.8
20210429,정상,11749,동해귀운,6.638
20210430,정상,11749,동해귀운,6.556
20210501,정상,11749,동해귀운,6.638
20210502,정상,11749,동해귀운,6.719
20210503,정상,11749,동해귀운,7.692
20210504,정상,11749,동해귀운,7.773
20210505,정상,11749,동해귀운,7.692
20210506,정상,11749,동해귀운,7.611
20210507,정상,11749,동해귀운,7.53
20210508,정상,11749,동해귀운,7.449
20210509,정상,11749,동해귀운,7.368
20210510,정상,11749,동해귀운,7.287
20210511,정상,11749,동해귀운,7.206
20210512,정상,11749,동해귀운,7.124
20210513,정상,11749,동해귀운,7.124
20210514,정상,11749,동해귀운,6.962
20210515,정상,11749,동해귀운,6.881
20210516,정상,11749,동해귀운,6.881
20210517,정상,11749,동해귀운,7.449
20210518,정상,11749,동해귀운,7.936
20210519,정상,11749,동해귀운,7.936
20210520,정상,11749,동해귀운,7.855
20210521,정상,11749,동해귀운,7.855
20210522,정상,11749,동해귀운,7.855
20210523,정상,11749,동해귀운,7.773
20210524,정상,11749,동해귀운,7.692
20210525,정상,11749,동해귀운,7.611
20210526,정상,11749,동해귀운,7.53
20210527,정상,11749,동해귀운,7.449
20210528,정상,11749,동해귀운,7.368
20210529,정상,11749,동해귀운,7.449
20210530,정상,11749,동해귀운,7.368
20210531,정상,11749,동해귀운,7.287
20210601,정상,11749,동해귀운,7.287
20210602,정상,11749,동해귀운,7.287
20210603,정상,11749,동해귀운,7.206
20210604,정상,11749,동해귀운,7.124
20210605,정상,11749,동해귀운,7.206
20210606,정상,11749,동해귀운,7.124
20210607,정상,11749,동해귀운,7.043
20210608,정상,11749,동해귀운,6.962
20210609,정상,11749,동해귀운,6.881
20210610,정상,11749,동해귀운,6.8
20210611,정상,11749,동해귀운,6.719
20210612,정상,11749,동해귀운,6.556
20210613,정상,11749,동해귀운,6.394
20210614,정상,11749,동해귀운,6.313
20210615,정상,11749,동해귀운,6.151
20210616,정상,11749,동해귀운,6.07
20210617,정상,11749,동해귀운,6.07
20210618,정상,11749,동해귀운,6.232
20210619,정상,11749,동해귀운,6.638
20210620,정상,11749,동해귀운,6.881
20210621,정상,11749,동해귀운,6.962
20210622,정상,11749,동해귀운,6.881
20210623,정상,11749,동해귀운,6.962
20210624,정상,11749,동해귀운,6.881
20210625,정상,11749,동해귀운,6.8
20210626,정상,11749,동해귀운,6.556
20210627,정상,11749,동해귀운,6.475
20210628,정상,11749,동해귀운,6.313
20210629,정상,11749,동해귀운,6.151
20210630,정상,11749,동해귀운,5.989
20210701,정상,11749,동해귀운,5.989
20210702,정상,11749,동해귀운,5.907
20210703,정상,11749,동해귀운,5.745
20210704,정상,11749,동해귀운,5.907
20210705,정상,11749,동해귀운,7.936
20210706,정상,11749,동해귀운,7.936
20210707,정상,11749,동해귀운,7.855
20210708,정상,11749,동해귀운,7.855
20210709,정상,11749,동해귀운,7.773
20210710,정상,11749,동해귀운,7.773
20210711,정상,11749,동해귀운,7.692
20210712,정상,11749,동해귀운,7.611
20210713,정상,11749,동해귀운,7.449
20210714,정상,11749,동해귀운,7.368
20210715,정상,11749,동해귀운,7.287
20210716,정상,11749,동해귀운,7.206
20210717,정상,11749,동해귀운,7.124
20210718,정상,11749,동해귀운,7.043
20210719,정상,11749,동해귀운,6.881
20210720,정상,11749,동해귀운,6.719
20210721,정상,11749,동해귀운,6.556
20210722,정상,11749,동해귀운,6.475
20210723,정상,11749,동해귀운,6.394
20210724,정상,11749,동해귀운,6.232
20210725,정상,11749,동해귀운,6.07
20210726,정상,11749,동해귀운,5.826
20210727,정상,11749,동해귀운,5.583
20210728,관심,11749,동해귀운,5.421
20210729,관심,11749,동해귀운,5.339
20210730,관심,11749,동해귀운,5.339
20210731,관심,11749,동해귀운,5.177
20210801,관심,11749,동해귀운,5.015
20210802,관심,11749,동해귀운,4.772
20210803,관심,11749,동해귀운,4.69
20210804,관심,11749,동해귀운,4.528
20210805,주의,11749,동해귀운,4.366
20210806,주의,11749,동해귀운,4.285
20210807,주의,11749,동해귀운,4.122
20210808,경계,11749,동해귀운,4.041
20210809,경계,11749,동해귀운,4.041
20210810,정상,11749,동해귀운,6.638
20210811,정상,11749,동해귀운,7.692
20210812,정상,11749,동해귀운,7.773
20210813,정상,11749,동해귀운,7.692
20210814,정상,11749,동해귀운,7.611
20210815,정상,11749,동해귀운,8.179
20210816,정상,11749,동해귀운,8.098
20210817,정상,11749,동해귀운,7.936
20210818,정상,11749,동해귀운,8.26
20210819,정상,11749,동해귀운,8.585
20210820,정상,11749,동해귀운,8.423
20210821,정상,11749,동해귀운,8.26
20210822,정상,11749,동해귀운,8.179
20210823,정상,11749,동해귀운,8.017
20210824,정상,11749,동해귀운,7.936
20210825,정상,11749,동해귀운,8.098
20210826,정상,11749,동해귀운,8.098
20210827,정상,11749,동해귀운,8.017
20210828,정상,11749,동해귀운,8.017
20210829,정상,11749,동해귀운,7.936
20210830,정상,11749,동해귀운,7.855
20210831,정상,11749,동해귀운,7.692
20210901,정상,11749,동해귀운,7.855
20210902,정상,11749,동해귀운,8.828
20210903,정상,11749,동해귀운,8.504
20210904,정상,11749,동해귀운,8.098
20210905,정상,11749,동해귀운,7.936
20210906,정상,11749,동해귀운,7.855
20210907,정상,11749,동해귀운,7.773
20210908,정상,11749,동해귀운,7.773
20210909,정상,11749,동해귀운,7.773
20210910,정상,11749,동해귀운,7.692
20210911,정상,11749,동해귀운,7.611
20210912,정상,11749,동해귀운,7.611
20210913,정상,11749,동해귀운,7.53
20210914,정상,11749,동해귀운,7.53
20210915,정상,11749,동해귀운,7.449
20210916,정상,11749,동해귀운,7.449
20210917,정상,11749,동해귀운,7.449
20210918,정상,11749,동해귀운,7.368
20210919,정상,11749,동해귀운,7.449
20210920,정상,11749,동해귀운,7.368
20210921,정상,11749,동해귀운,7.368
20210922,정상,11749,동해귀운,7.368
20210923,정상,11749,동해귀운,7.368
20210924,정상,11749,동해귀운,7.287
20210925,정상,11749,동해귀운,7.206
20210926,정상,11749,동해귀운,7.53
20210927,정상,11749,동해귀운,7.53
20210928,정상,11749,동해귀운,7.53
20210929,정상,11749,동해귀운,7.449
20210930,정상,11749,동해귀운,7.449
20211001,정상,11749,동해귀운,7.449
20211002,정상,11749,동해귀운,7.368
20211003,정상,11749,동해귀운,7.368
20211004,정상,11749,동해귀운,7.287
20211005,정상,11749,동해귀운,7.206
20211006,정상,11749,동해귀운,7.124
20211007,정상,11749,동해귀운,7.773
20211008,정상,11749,동해귀운,7.773
20211009,정상,11749,동해귀운,7.692
20211010,정상,11749,동해귀운,8.017
20211011,정상,11749,동해귀운,7.936
20211012,정상,11749,동해귀운,7.855
20211013,정상,11749,동해귀운,7.855
20211014,정상,11749,동해귀운,7.773
20211015,정상,11749,동해귀운,7.692
20211016,정상,11749,동해귀운,7.855
20211017,정상,11749,동해귀운,8.098
20211018,정상,11749,동해귀운,7.936
20211019,정상,11749,동해귀운,7.773
20211020,정상,11749,동해귀운,7.692
20211021,정상,11749,동해귀운,7.611
20211022,정상,11749,동해귀운,7.692
20211023,정상,11749,동해귀운,7.611
20211024,정상,11749,동해귀운,7.611
20211025,정상,11749,동해귀운,7.53
20211026,정상,11749,동해귀운,7.53
20211027,정상,11749,동해귀운,7.449
20211028,정상,11749,동해귀운,7.449
20211029,정상,11749,동해귀운,7.368
20211030,정상,11749,동해귀운,7.287
20211031,정상,11749,동해귀운,7.287
20211101,정상,11749,동해귀운,7.206
20211102,정상,11749,동해귀운,7.206
20211103,정상,11749,동해귀운,7.124
20211104,정상,11749,동해귀운,7.124
20211105,정상,11749,동해귀운,7.043
20211106,정상,11749,동해귀운,6.962
20211107,정상,11749,동해귀운,6.881
20211108,정상,11749,동해귀운,6.8
20211109,정상,11749,동해귀운,6.8
20211110,정상,11749,동해귀운,6.8
20211111,정상,11749,동해귀운,6.719
20211112,정상,11749,동해귀운,6.638
20211113,정상,11749,동해귀운,6.556
20211114,정상,11749,동해귀운,6.394
20211115,정상,11749,동해귀운,6.232
20211116,정상,11749,동해귀운,6.151
20211117,정상,11749,동해귀운,6.313
20211118,정상,11749,동해귀운,6.313
20211119,정상,11749,동해귀운,6.232
20211120,정상,11749,동해귀운,6.151
20211121,정상,11749,동해귀운,5.989
20211122,정상,11749,동해귀운,5.826
20211123,정상,11749,동해귀운,5.745
20211124,정상,11749,동해귀운,5.583
20211125,정상,11749,동해귀운,5.583
20211126,관심,11749,동해귀운,5.421
20211127,관심,11749,동해귀운,5.339
20211128,관심,11749,동해귀운,5.258
20211129,관심,11749,동해귀운,5.096
20211130,관심,11749,동해귀운,5.015
20211201,관심,11749,동해귀운,4.853
20211202,관심,11749,동해귀운,4.853
20211203,관심,11749,동해귀운,4.772
20211204,관심,11749,동해귀운,4.69
20211205,관심,11749,동해귀운,4.609
20211206,관심,11749,동해귀운,4.447
20211207,주의,11749,동해귀운,4.366
20211208,주의,11749,동해귀운,4.285
20211209,주의,11749,동해귀운,4.204
20211210,주의,11749,동해귀운,4.122
20211211,경계,11749,동해귀운,4.041
20211212,경계,11749,동해귀운,4.041
20211213,경계,11749,동해귀운,3.96
20211214,경계,11749,동해귀운,3.96
20211215,경계,11749,동해귀운,3.879
20211216,경계,11749,동해귀운,3.879
20211217,경계,11749,동해귀운,3.798
20211218,경계,11749,동해귀운,3.879
20211219,경계,11749,동해귀운,3.879
20211220,경계,11749,동해귀운,3.879
20211221,경계,11749,동해귀운,3.879
20211222,경계,11749,동해귀운,3.879
20211223,경계,11749,동해귀운,3.879
20211224,경계,11749,동해귀운,3.798
20211225,경계,11749,동해귀운,3.798
20211226,경계,11749,동해귀운,3.798
20211227,경계,11749,동해귀운,3.798
20211228,경계,11749,동해귀운,3.717
20211229,경계,11749,동해귀운,3.717
20211230,경계,11749,동해귀운,3.636
20211231,경계,11749,동해귀운,3.636
20220101,경계,11749,동해귀운,3.555
20220102,경계,11749,동해귀운,3.555
20220103,경계,11749,동해귀운,3.555
20220104,경계,11749,동해귀운,3.473
20220105,경계,11749,동해귀운,3.473
20220106,경계,11749,동해귀운,3.392
20220107,경계,11749,동해귀운,3.392
20220108,경계,11749,동해귀운,3.311
20220109,경계,11749,동해귀운,3.311
20220110,경계,11749,동해귀운,3.23
20220111,경계,11749,동해귀운,3.23
20220112,경계,11749,동해귀운,3.149
20220113,경계,11749,동해귀운,3.149
20220114,경계,11749,동해귀운,3.068
20220115,경계,11749,동해귀운,2.987
20220116,경계,11749,동해귀운,2.987
20220117,경계,11749,동해귀운,2.905
20220118,경계,11749,동해귀운,2.824
20220119,경계,11749,동해귀운,2.824
20220120,경계,11749,동해귀운,2.743
20220121,경계,11749,동해귀운,2.662
20220122,경계,11749,동해귀운,2.662
20220123,경계,11749,동해귀운,2.581
20220124,경계,11749,동해귀운,2.5
20220125,경계,11749,동해귀운,2.5
20220126,경계,11749,동해귀운,2.419
20220127,경계,11749,동해귀운,2.419
20220128,경계,11749,동해귀운,2.338
20220129,경계,11749,동해귀운,2.256
20220130,경계,11749,동해귀운,2.256
20220131,경계,11749,동해귀운,2.256
